"id","Schedule Name","Category Name","Regular Price","Sale Price","Width","Length"
"82899","A","","411","","52","73"
"82900","A","","411","","52","74"
"82901","A","","411","","52","75"
"82902","A","","411","","52","76"
"82903","A","","411","","52","77"
"82904","A","","411","","52","78"
"82905","A","","411","","52","79"
"82906","A","","411","","52","80"
"82907","A","","411","","52","81"
"82908","A","","411","","52","82"
"82909","A","","411","","52","83"
"82910","A","","411","","52","84"
"82911","A","","444","","52","85"
"82912","A","","444","","52","86"
"82913","A","","444","","52","87"
"82914","A","","444","","52","88"
"82915","A","","444","","52","89"
"82916","A","","444","","52","90"
"82917","A","","444","","52","91"
"82918","A","","444","","52","92"
"82919","A","","444","","52","93"
"82920","A","","444","","52","94"
"82921","A","","444","","52","95"
"82922","A","","444","","52","96"
"82923","A","","501","","52","97"
"82924","A","","501","","52","98"
"82925","A","","501","","52","99"
"82926","A","","501","","52","100"
"82927","A","","501","","52","101"
"82928","A","","501","","52","102"
"82929","A","","501","","52","103"
"82930","A","","501","","52","104"
"82931","A","","501","","52","105"
"82932","A","","501","","52","106"
"82933","A","","501","","52","107"
"82934","A","","501","","52","108"
"82935","A","","536","","52","109"
"82936","A","","536","","52","110"
"82937","A","","536","","52","111"
"82938","A","","536","","52","112"
"82939","A","","536","","52","113"
"82940","A","","536","","52","114"
"82941","A","","536","","52","115"
"82942","A","","536","","52","116"
"82943","A","","536","","52","117"
"82944","A","","536","","52","118"
"82945","A","","536","","52","119"
"82946","A","","536","","52","120"
"82947","A","","290","","53","36"
"82948","A","","320","","53","37"
"82949","A","","320","","53","38"
"82950","A","","320","","53","39"
"82951","A","","320","","53","40"
"82952","A","","320","","53","41"
"82953","A","","320","","53","42"
"82954","A","","320","","53","43"
"82955","A","","320","","53","44"
"82956","A","","320","","53","45"
"82957","A","","320","","53","46"
"82958","A","","320","","53","47"
"82959","A","","320","","53","48"
"82960","A","","348","","53","49"
"82961","A","","348","","53","50"
"82962","A","","348","","53","51"
"82963","A","","348","","53","52"
"82964","A","","348","","53","53"
"82965","A","","348","","53","54"
"82966","A","","348","","53","55"
"82967","A","","348","","53","56"
"82968","A","","348","","53","57"
"82969","A","","348","","53","58"
"82970","A","","348","","53","59"
"82971","A","","348","","53","60"
"82972","A","","367","","53","61"
"82973","A","","367","","53","62"
"82974","A","","367","","53","63"
"82975","A","","367","","53","64"
"82976","A","","367","","53","65"
"82977","A","","367","","53","66"
"82978","A","","381","","53","67"
"82979","A","","381","","53","68"
"82980","A","","381","","53","69"
"82981","A","","381","","53","70"
"82982","A","","381","","53","71"
"82983","A","","381","","53","72"
"82984","A","","411","","53","73"
"82985","A","","411","","53","74"
"82986","A","","411","","53","75"
"82987","A","","411","","53","76"
"82988","A","","411","","53","77"
"82989","A","","411","","53","78"
"82990","A","","411","","53","79"
"82991","A","","411","","53","80"
"82992","A","","411","","53","81"
"82993","A","","411","","53","82"
"82994","A","","411","","53","83"
"82995","A","","411","","53","84"
"82996","A","","444","","53","85"
"82997","A","","444","","53","86"
"82998","A","","444","","53","87"
"82999","A","","444","","53","88"
"83000","A","","444","","53","89"
"83001","A","","444","","53","90"
"83002","A","","444","","53","91"
"83003","A","","444","","53","92"
"83004","A","","444","","53","93"
"83005","A","","444","","53","94"
"83006","A","","444","","53","95"
"83007","A","","444","","53","96"
"83008","A","","501","","53","97"
"83009","A","","501","","53","98"
"83010","A","","501","","53","99"
